genome	domain	phylum	class	order	family	genus	species
GB_GCA_017623605.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Scatosoma	s__Scatosoma sp017623605
GB_GCA_007556525.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__CU05-9	s__CU05-9 sp007556525
GB_GCA_016873755.1	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__UBA10030	g__VGWB01	s__VGWB01 sp016873755
RS_GCF_000170895.1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__Plesiocystis	s__Plesiocystis pacifica
GB_GCA_902727925.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__CACVAW01	g__CACVAW01	s__CACVAW01 sp902727925
RS_GCF_009664085.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thermochromatium	s__Thermochromatium tepidum
RS_GCF_006175985.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylotetracoccus	s__Methylotetracoccus oryzae
RS_GCF_000429925.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfatirhabdiaceae	g__Desulfatirhabdium	s__Desulfatirhabdium butyrativorans
GB_GCA_012270555.1	d__Bacteria	p__Chloroflexota	c__UBA11872	o__VXOZ01	f__VXOZ01	g__VXOZ01	s__VXOZ01 sp012270555
GB_GCA_012837765.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__UBA5348	s__UBA5348 sp012837765
RS_GCF_001552655.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Alicyclobacillus_G	s__Alicyclobacillus_G kakegawensis
RS_GCF_009695655.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Sharpea	s__Sharpea porci
GB_GCA_910575705.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__CAJTFG01	s__CAJTFG01 sp910575705
GB_GCA_910576205.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RGIG4284	s__RGIG4284 sp910576205
RS_GCF_011058315.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Soonwooa	s__Soonwooa sp011058315
GB_GCA_013813215.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__JACCSC01	s__JACCSC01 sp013813215
RS_GCF_017569185.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__Polaribacter sp017569185
RS_GCF_000829455.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__VKM-B-2647	s__VKM-B-2647 sp000829455
RS_GCF_014250515.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__Hymenobacter sp014250515
GB_GCA_016939365.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__JAADJA01	g__JAFGHD01	s__JAFGHD01 sp016939365
RS_GCF_900537175.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Lentilitoribacter	s__Lentilitoribacter sp900537175
GB_GCA_014238055.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__JABABV01	g__JABABV01	s__JABABV01 sp014238055
RS_GCF_000384395.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geopsychrobacteraceae	g__Geopsychrobacter	s__Geopsychrobacter electrodiphilus
GB_GCA_902778455.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__RUG12372	s__RUG12372 sp902778455
GB_GCA_016782125.1	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Thermobaculales	f__Thermobaculaceae	g__JACDAU01	s__JACDAU01 sp016782125
RS_GCF_002872475.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azoarcus_D	s__Azoarcus_D pumilus
GB_GCA_900299495.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__AM-2324	s__AM-2324 sp900299495
RS_GCF_002109495.1	d__Bacteria	p__Proteobacteria	c__Magnetococcia	o__Magnetococcales	f__Magnetococcaceae	g__Magnetofaba	s__Magnetofaba australis
GB_GCA_903862645.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudohongiellaceae	g__UBA5078	s__UBA5078 sp903862645
RS_GCF_000422205.1	d__Bacteria	p__Desulfobacterota_I	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfohalovibrio	s__Desulfohalovibrio sp000422205
GB_GCA_015059495.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__RUG12834	s__RUG12834 sp015059495
GB_GCA_012518645.1	d__Bacteria	p__Firmicutes_G	c__Limnochordia	o__DTU010	f__DTU010	g__JAAYRS01	s__JAAYRS01 sp012518645
RS_GCF_000242895.2	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Bacillus_BU	s__Bacillus_BU sp000242895
RS_GCF_900174585.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Endozoicomonadaceae	g__Parendozoicomonas	s__Parendozoicomonas haliclonae
GB_GCA_003228585.1	d__Bacteria	p__BMS3Abin14	c__BMS3Abin14	o__BMS3Abin14	f__BMS3Abin14	g__SZUA-204	s__SZUA-204 sp003228585
RS_GCF_013839525.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Mongoliimonas	s__Mongoliimonas rhizosphaerae
RS_GCF_900113805.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Halpernia	s__Halpernia frigidisoli
GB_GCA_900104375.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__MAR-2010-188	s__MAR-2010-188 sp900104375
GB_GCA_013519935.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrococcales	f__Nitrococcaceae	g__WFHF3C12	s__WFHF3C12 sp013519935
RS_GCF_004341035.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_G	f__Sporolactobacillaceae	g__Scopulibacillus	s__Scopulibacillus darangshiensis
GB_GCA_008933805.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__NS11-12g	f__UBA8524	g__SB11	s__SB11 sp008933805
GB_GCA_002238855.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SAR202	f__UBA11138	g__Bin90	s__Bin90 sp002238855
GB_GCA_013140805.1	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46	g__JABFRW01	s__JABFRW01 sp013140805
RS_GCF_001428045.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__Paenibacillus_E	s__Paenibacillus_E sp001428045
RS_GCF_001936115.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Boudabousia	s__Boudabousia marimammalium
GB_GCA_003551215.1	d__Bacteria	p__Firmicutes_E	c__SLMV01	o__SLMV01	f__PUMD01	g__PUMD01	s__PUMD01 sp003551215
RS_GCF_900100845.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Natronincola	s__Natronincola ferrireducens
GB_GCA_014874485.1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__DTLA01	f__DTLA01	g__DTLA01	s__DTLA01 sp014874485
GB_GCA_902806235.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__CADCVW01	s__CADCVW01 sp902806235
RS_GCF_000226315.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__Micavibrio	s__Micavibrio aeruginosavorus_B
GB_GCA_910586545.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__Avispirillum	s__Avispirillum sp910586545
RS_GCF_001611275.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Desulfuromonadales	f__DDH964	g__DDH964	s__DDH964 sp001611275
GB_GCA_017882765.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Frankiaceae	g__JADGOW01	s__JADGOW01 sp017882765
GB_GCA_001515265.1	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Syntrophobotulaceae	g__Dichloromethanomonas	s__Dichloromethanomonas elyunquensis
RS_GCF_000270245.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Microlunatus	s__Microlunatus phosphovorus
GB_GCA_013360215.1	d__Bacteria	p__CLD3	c__CLD3	o__SB21	f__SB21	g__JABWCP01	s__JABWCP01 sp013360215
GB_GCA_012728835.1	d__Bacteria	p__Planctomycetota	c__Brocadiae	o__SM23-32	f__SM23-32	g__JAAYEJ01	s__JAAYEJ01 sp012728835
RS_GCF_002514735.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Sediminicola_A	s__Sediminicola_A luteus
GB_GCA_016873715.1	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellae	o__PWTM01	f__CAACVY01	g__VGWF01	s__VGWF01 sp016873715
GB_GCA_012735505.1	d__Bacteria	p__Firmicutes_H	c__UBA994	o__UBA5500	f__UBA5500	g__JAAYHE01	s__JAAYHE01 sp012735505
GB_GCA_013214065.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__DT-32	s__DT-32 sp013214065
GB_GCA_016929445.1	d__Bacteria	p__Omnitrophota	c__Koll11	o__JAFGIU01	f__JAFGIU01	g__JAFGIU01	s__JAFGIU01 sp016929445
GB_GCA_001767695.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__UBA5794	f__UBA11373	g__RBG-16-68-21	s__RBG-16-68-21 sp001767695
RS_GCF_003008425.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Aurantibacter	s__Aurantibacter aestuarii
GB_GCA_002070605.1	d__Bacteria	p__Spirochaetota	c__GWE2-31-10	o__GWE2-31-10	f__GWE2-31-10	g__MWDO01	s__MWDO01 sp002070605
GB_GCA_903970435.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__CAJCIS01	s__CAJCIS01 sp903970435
RS_GCF_009668025.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Larkinella	s__Larkinella terrae
GB_GCA_005239935.1	d__Bacteria	p__Omnitrophota	c__Koll11	o__UBA9649	f__UBA9649	g__SBAZ01	s__SBAZ01 sp005239935
GB_GCA_018335585.1	d__Bacteria	p__Firmicutes_H	c__UBA994	o__UBA994	f__UBA994	g__UBA994	s__UBA994 sp018335585
GB_GCA_903857795.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Geobacterales	f__CAIOGM01	g__CAIOGM01	s__CAIOGM01 sp903857795
GB_GCA_016714465.1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Thermoflexales	f__J036	g__JADKDT01	s__JADKDT01 sp016714465
GB_GCA_004297485.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__SCTM01	s__SCTM01 sp004297485
GB_GCA_015490875.1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__S141-3	s__S141-3 sp015490875
GB_GCA_013694625.1	d__Bacteria	p__Actinobacteriota	c__UBA4738	o__CADDZG01	f__WHSQ01	g__JACDDL01	s__JACDDL01 sp013694625
GB_GCA_009841045.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA6926	f__UBA6926	g__VXMO01	s__VXMO01 sp009841045
RS_GCF_005217525.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus terrae_C
RS_GCF_001832885.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Floricoccus	s__Floricoccus penangensis
GB_GCA_016177875.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paucimonas	s__Paucimonas sp016177875
GB_GCA_014728185.1	d__Bacteria	p__RBG-13-66-14	c__RBG-13-66-14	o__RBG-13-66-14	f__RBG-13-66-14	g__WJMB01	s__WJMB01 sp014728185
GB_GCA_005239795.1	d__Bacteria	p__Planctomycetota	c__SBBH01	o__SBBH01	f__SBBH01	g__SBBH01	s__SBBH01 sp005239795
GB_GCA_016214905.1	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__SZUA-254	g__PNNN01	s__PNNN01 sp016214905
RS_GCF_003288845.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__NHYN01	s__NHYN01 sp003288845
RS_GCF_900142105.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lutisporales	f__Lutisporaceae	g__Lutispora	s__Lutispora thermophila
RS_GCF_001636425.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__Bacillus_AE	s__Bacillus_AE acidicola
RS_GCF_016862935.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Plantactinospora	s__Plantactinospora mayteni
GB_GCA_016200485.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Tenderiales	f__Tenderiaceae	g__JACQEP01	s__JACQEP01 sp016200485
GB_GCA_005883765.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__UTBCD1	s__UTBCD1 sp005883765
RS_GCF_017873765.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_AG	s__Paenibacillus_AG sediminis
RS_GCF_900106765.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__Tepidimicrobium	s__Tepidimicrobium xylanilyticum
GB_GCA_015231595.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__YD0425bin51	g__JADGBH01	s__JADGBH01 sp015231595
GB_GCA_003696385.1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__J052	s__J052 sp003696385
RS_GCF_003315205.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Roseimicrobium	s__Roseimicrobium gellanilyticum
GB_GCA_013348845.1	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__SJA-28	f__B-1AR	g__Ch128a	s__Ch128a sp013348845
RS_GCF_007992835.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Knoellia	s__Knoellia locipacati
RS_GCF_009649845.1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Polyangium	s__Polyangium spumosum
RS_GCF_003991135.1	d__Bacteria	p__Firmicutes_F	c__Halanaerobiia	o__DY22613	f__DY22613	g__Anoxybacter	s__Anoxybacter fermentans
RS_GCF_900110675.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Ignavigranum	s__Ignavigranum ruoffiae
RS_GCF_003610775.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Celerinatantimonadaceae	g__Alginatibacterium	s__Alginatibacterium sediminis
GB_GCA_012729725.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__SM23-33	f__SM23-33	g__JAAYCO01	s__JAAYCO01 sp012729725
RS_GCF_016482785.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__YIM-B00363	g__Paenibacillus_AE	s__Paenibacillus_AE sp016482785
RS_GCF_018326425.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Thermoactinomycetales	f__JIR-001	g__Polycladomyces	s__Polycladomyces abyssicola
RS_GCF_001652585.1	d__Bacteria	p__Desulfobacterota	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__Thermosulfurimonas	s__Thermosulfurimonas dismutans
RS_GCF_001625015.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__Lewinella_A	s__Lewinella_A sp001625015
RS_GCF_014805525.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Acidimicrobiales	f__UBA8139	g__Rhabdothermincola	s__Rhabdothermincola sediminis
GB_GCA_002733485.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Maricaulaceae	g__Robiginitomaculum_B	s__Robiginitomaculum_B sp002733485
RS_GCF_003363015.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacillus	s__Enterobacillus tribolii
RS_GCF_008079445.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Aidingimonas	s__Aidingimonas lacisalsi
GB_GCA_015057505.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SIG300	s__SIG300 sp015057505
RS_GCF_016908635.1	d__Bacteria	p__Firmicutes_F	c__Halanaerobiia	o__Halobacteroidales	f__Acetohalobiaceae	g__Sporohalobacter	s__Sporohalobacter salinus
RS_GCF_003594885.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Motilibacterales	f__Motilibacteraceae	g__Vallicoccus	s__Vallicoccus soli
RS_GCF_003626755.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Ulvibacterium	s__Ulvibacterium marinum
GB_GCA_018223105.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__NS11-12g	f__UBA9320	g__JAAEYY01	s__JAAEYY01 sp018223105
GB_GCA_016934985.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Desulfuromonadales	f__JAAYDE01	g__JAFGRU01	s__JAFGRU01 sp016934985
GB_GCA_016873775.1	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__F1-140-MAGs086	g__JAGXRH01	s__JAGXRH01 sp016873775
GB_GCA_011046395.1	d__Bacteria	p__Desulfobacterota	c__QYQD01	o__QYQD01	f__QYQD01	g__QYQD01	s__QYQD01 sp011046395
GB_GCA_003249025.1	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Leptolyngbyales	f__Leptolyngbyaceae	g__ULC077BIN1	s__ULC077BIN1 sp003249025
RS_GCF_018343715.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Bacillaceae_C	g__FJAT-49711	s__FJAT-49711 sp018343715
RS_GCF_007859675.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Humibacter	s__Humibacter sp007859675
GB_GCA_016934395.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__JAFGSZ01	s__JAFGSZ01 sp016934395
GB_GCA_004375965.1	d__Bacteria	p__WOR-3	c__E44-bin80	o__E44-bin80	f__E44-bin80	g__SOIS01	s__SOIS01 sp004375965
RS_GCF_001700325.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Caryophanon	s__Caryophanon latum
RS_GCF_003664585.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paenirhodobacter	s__Paenirhodobacter hankyongi
GB_GCA_011774835.1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__KS3-K002	f__KS3-K002	g__KS3-K002	s__KS3-K002 sp011774835
RS_GCF_014202275.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Rhabdobacter	s__Rhabdobacter roseus
GB_GCA_902812395.1	d__Bacteria	p__Dormibacterota	c__Dormibacteria	o__Dormibacterales	f__Dormibacteraceae	g__CADDZO01	s__CADDZO01 sp902812395
RS_GCF_001274935.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Bacillus_AG	s__Bacillus_AG koreensis
GB_GCA_012729835.1	d__Bacteria	p__Firmicutes_B	c__Syntrophomonadia	o__Syntrophomonadales	f__Syntrophomonadaceae	g__Syntrophomonas_A	s__Syntrophomonas_A sp012729835
RS_GCF_003991195.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Gynurincola	s__Gynurincola endophyticus
GB_GCA_009779405.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__WRCT01	s__WRCT01 sp009779405
GB_GCA_018829775.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__RBG-16-60-22	g__E44-bin89	s__E44-bin89 sp018829775
RS_GCF_004359375.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Acetilactobacillus	s__Acetilactobacillus jinshanensis
RS_GCF_002895605.1	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Petrotoga	s__Petrotoga miotherma
GB_GCA_016873395.1	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__VGXG01	s__VGXG01 sp016873395
GB_GCA_016744555.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geopsychrobacteraceae	g__Desulfuromusa	s__Desulfuromusa sp016744555
GB_GCA_910586805.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__MGBC140090	s__MGBC140090 sp910586805
GB_GCA_017408985.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__RGIG3513	s__RGIG3513 sp017408985
RS_GCF_000016985.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Alkaliphilus_A	s__Alkaliphilus_A metalliredigens
GB_GCA_016866545.1	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__2-12-FULL-49-11	f__2-12-FULL-49-11	g__VGMD01	s__VGMD01 sp016866545
RS_GCF_009725235.1	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Tolypothrix_A	s__Tolypothrix_A sp009725235
GB_GCA_002898555.1	d__Bacteria	p__Armatimonadota	c__Fimbriimonadia	o__Fimbriimonadales	f__GBS-DC	g__HRBIN15	s__HRBIN15 sp002898555
GB_GCA_016234805.1	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__UBA1565	f__UBA9628	g__JACQWX01	s__JACQWX01 sp016234805
GB_GCA_015062605.1	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__SIG42	s__SIG42 sp015062605
RS_GCF_002844535.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Alkalibacillaceae	g__Halalkalibacillus_A	s__Halalkalibacillus_A sediminis
GB_GCA_007132725.1	d__Bacteria	p__UBP6	c__UBA1177	o__UBA1177	f__UBA1177	g__SLGQ01	s__SLGQ01 sp007132725
RS_GCF_900129195.1	d__Bacteria	p__Firmicutes_B	c__Desulfotomaculia	o__Desulfotomaculales	f__Desulfotomaculaceae	g__Desulfotomaculum	s__Desulfotomaculum putei
GB_GCA_013151645.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Woeseiales	f__Woeseiaceae	g__JAADHU01	s__JAADHU01 sp013151645
GB_GCA_018266765.1	d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Kapabacteriales	f__UBA961	g__JADJXV01	s__JADJXV01 sp018266765
GB_GCA_002238925.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__SZUA-6	f__Bin103	g__Bin103	s__Bin103 sp002238925
RS_GCF_014779765.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_T	s__Paenibacillus_T sp014779765
RS_GCF_900626135.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__SIT17	g__Senegalia	s__Senegalia massiliensis
GB_GCA_003012345.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Phytohalomonas	s__Phytohalomonas tamaricis
GB_GCA_012520405.1	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Syntrophobotulaceae	g__JAAYMU01	s__JAAYMU01 sp012520405
GB_GCA_002411345.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__UBA5287	s__UBA5287 sp002411345
RS_GCF_014077625.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halieaceae	g__Parahaliea	s__Parahaliea sp014077625
GB_GCA_016717285.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__UBA10324	g__JACCZZ01	s__JACCZZ01 sp016717285
GB_GCA_016929245.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__SM23-33	f__SM23-33	g__JAFGEJ01	s__JAFGEJ01 sp016929245
RS_GCF_900103135.1	d__Bacteria	p__Firmicutes_F	c__Halanaerobiia	o__Halanaerobiales	f__Halarsenatibacteraceae	g__Halarsenatibacter	s__Halarsenatibacter silvermanii
GB_GCA_017883205.1	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Gp7-AA8	f__Gp7-AA8	g__JADGNZ01	s__JADGNZ01 sp017883205
GB_GCA_016234925.1	d__Bacteria	p__Desulfobacterota	c__GWC2-55-46	o__UBA9637	f__GWC2-42-11	g__JACRNI01	s__JACRNI01 sp016234925
GB_GCA_003696105.1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__J016	g__J016	s__J016 sp003696105
