genome	domain	phylum	class	order	family	genus	species
EHA02392_bin.22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__
EHA02392_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__	s__
EHA02392_bin.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__JADFUS01	s__
EHA02392_bin.29	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__
EHA02392_bin.32	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__
EHA02392_bin.33	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__
EHA02392_bin.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__CAJGBR01	s__
EHA02392_bin.39	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__
EHA02392_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__
EHA02392_bin.43	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA4142	f__SHND01	g__SHND01	s__
EHA02392_bin.45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__	s__
EHA02392_bin.48	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Lamprocystis	s__
EHA02392_bin.5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__
EHA02392_bin.51	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azonexus	s__
EHA02392_bin.54	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas sobria
EHA02392_bin.57	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__	s__
EHA02392_bin.59	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__UBA11358	g__JADLHS01	s__
EHA02392_bin.62	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__
EHA02392_bin.8	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__	s__
EHA02398_bin.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__JADFUS01	s__
EHA02398_bin.16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__
EHA02398_bin.22	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Deianiraeaceae	g__CAJQOT01	s__
EHA02398_bin.25	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__
EHA02398_bin.29	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium	s__Cetobacterium sp014250685
EHA02398_bin.30	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__JADFUS01	s__
EHA02398_bin.32	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Chromobacteriaceae	g__Craterilacuibacter	s__Craterilacuibacter sinensis
EHA02398_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__	s__
EHA02398_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Phocea	s__
EHA02398_bin.36	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Luteolibacter	s__
EHA02398_bin.38	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__	s__
EHA02398_bin.39	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__
EHA02398_bin.40	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__CAJGBR01	s__
EHA02398_bin.43	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__UBA3637	g__UBA7488	s__
EHA02398_bin.46	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__
EHA02398_bin.47	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__
EHA02398_bin.48	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__JAGNZR01	s__
EHA02398_bin.50	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__JADFUS01	s__
EHA02398_bin.52	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Plesiomonas	s__Plesiomonas shigelloides
EHA02398_bin.53	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Aliarcobacter	s__
EHA02398_bin.54	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__
EHA02398_bin.59	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Chromobacteriaceae	g__Vogesella	s__Vogesella sp017998615
EHA02398_bin.60	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Tidjanibacter	s__
EHA02398_bin.64	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__	s__
EHA02398_bin.65	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__	s__
EHA02398_bin.66	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Budvicia	s__Budvicia aquatica
EHA02398_bin.67	d__Bacteria	p__Deferribacterota	c__Deferribacteres	o__Deferribacterales	f__Mucispirillaceae	g__	s__
EHA02398_bin.68	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__
EHA02398_bin.70	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__RGIG8482	s__
EHA02398_bin.73	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__
EHA02398_bin.75	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__JADFUS01	s__
EHA02398_bin.79	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__	g__	s__
EHA02398_bin.84	d__Bacteria	p__Bacillota	c__Bacilli	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasma_L	s__
EHA02398_bin.9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__JADFUS01	s__
EHA02404_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__
EHA02404_bin.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__
EHA02404_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__
EHA02405_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Wujia	s__
EHA02405_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__
EHA02405_bin.26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__ISDg	s__
EHA02405_bin.30	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__
EHA02405_bin.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
EHA02405_bin.39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__HGM12587	s__
EHA02405_bin.43	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__
EHA02406_bin.13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
EHA02406_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__RUG626	s__
EHA02406_bin.18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__
EHA02406_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__
EHA02406_bin.22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__
EHA02406_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-492	s__
EHA02407_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__
EHA02407_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
EHA02408_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__Ruminococcus sp021769725
EHA02408_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__VSOB01	s__
EHA02408_bin.17	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Avigastranaerophilus	s__
EHA02408_bin.19	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Avigastranaerophilus	s__
EHA02408_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__
EHA02408_bin.22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__
EHA02408_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__
EHA02408_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__CAG-475	s__
EHA02408_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__
EHA02408_bin.32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UBA1381	g__Ornithomonoglobus_A	s__
EHA02408_bin.34	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Muribaculum	s__Muribaculum gordoncarteri
EHA02408_bin.36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
EHA02408_bin.46	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
EHA02408_bin.51	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1781	s__
EHA02408_bin.52	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-590	s__
EHA02408_bin.54	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__
EHA02409_bin.11	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__
EHA02409_bin.13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__UBA3263	s__
EHA02409_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__Scatovivens	s__
EHA02409_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	s__
EHA02409_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__
EHA02409_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__
EHA02409_bin.35	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__RF16	s__RF16 sp022783865
EHA02409_bin.39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MGBC120314	s__
EHA02409_bin.4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Paramuribaculum	s__
EHA02409_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__CALWRD01	s__
EHA02409_bin.42	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAAEEV01	s__
EHA02409_bin.44	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__Caccovivens	s__
EHA02409_bin.5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__
EHA02409_bin.63	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__
EHA02409_bin.66	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__
EHA02409_bin.67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__	s__
EHA02409_bin.69	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA11957	s__
EHA02409_bin.71	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__
EHA02409_bin.73	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
EHA02409_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RUG762	s__
EHA02410_bin.10	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__Elusimicrobiales	f__Elusimicrobiaceae	g__UBA1436	s__UBA1436 sp910576915
EHA02410_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faeciplasma	s__Faeciplasma sp900760125
EHA02410_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__
EHA02410_bin.32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__
EHA02410_bin.34	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__
EHA02410_bin.37	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__
EHA02411_bin.1	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Aphodocola	s__
EHA02411_bin.109	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__	s__
EHA02411_bin.116	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__UMGS1271	s__
EHA02411_bin.119	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__
EHA02411_bin.131	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__
EHA02411_bin.132	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__
EHA02411_bin.134	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides rodentium
EHA02411_bin.21	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__Scatocola	s__
EHA02411_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-590	s__
EHA02411_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__
EHA02411_bin.34	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__UMGS27	s__UMGS27 sp900538555
EHA02411_bin.41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__VSOB01	s__
EHA02411_bin.48	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__
EHA02411_bin.6	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__Elusimicrobiales	f__Elusimicrobiaceae	g__UBA1174	s__
EHA02411_bin.60	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
EHA02411_bin.62	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__
EHA02411_bin.64	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Howiella	s__
EHA02411_bin.69	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__Elusimicrobiales	f__Elusimicrobiaceae	g__UBA1436	s__
EHA02411_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS1601	s__
EHA02411_bin.85	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__
EHA02411_bin.96	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__
EHA02412_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__
EHA02412_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__
EHA02412_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
EHA02412_bin.17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__	s__
EHA02412_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
EHA02412_bin.6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__RUG626	s__
EHA02412_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__
EHA02413_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
EHA02413_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__
EHA02413_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Gallimonas	s__
EHA02414_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__RUG626	s__
EHA02414_bin.13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__
EHA02414_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__MGBC124762	s__
EHA02414_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__	s__
EHA02414_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__
EHA02414_bin.36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__
EHA02414_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__	s__
EHA02415_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__RUG626	s__
EHA02415_bin.14	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-449	g__UBA3210	s__
EHA02415_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Avoscillospira	s__
EHA02415_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__
EHA02415_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__
EHA02416_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladousia	s__
EHA02416_bin.11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
EHA02416_bin.18	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__MGBC163490	s__
EHA02416_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__RUG626	s__
EHA02416_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Avoscillospira	s__
EHA02416_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
EHA02416_bin.4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RGIG7193	s__
EHA02416_bin.41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__
EHA02417_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__HGM11604	s__
EHA02417_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__
EHA02417_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__
EHA02417_bin.34	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__JAGBWK01	s__
EHA02417_bin.41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
EHA02417_bin.42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
EHA02417_bin.47	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
EHA02417_bin.50	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__
EHA02418_bin.106	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__
EHA02418_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Gallimonas	s__
EHA02418_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Metalachnospira	s__
EHA02418_bin.23	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__
EHA02418_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus_A	s__
EHA02418_bin.32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
EHA02418_bin.41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__
EHA02418_bin.42	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__
EHA02418_bin.45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__
EHA02418_bin.48	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-449	g__CAG-449	s__
EHA02418_bin.51	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__JAFTYR01	s__
EHA02418_bin.52	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__RF16	s__RF16 sp022783865
EHA02418_bin.53	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__
EHA02418_bin.55	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__
EHA02418_bin.56	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAG-267	s__
EHA02418_bin.57	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__
EHA02418_bin.63	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAAEEV01	s__
EHA02418_bin.65	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rs-D84	f__Rs-D84	g__Enterousia	s__
EHA02418_bin.67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__
EHA02418_bin.7	d__Bacteria	p__Bacillota	c__Bacilli	o__Acholeplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__
EHA02418_bin.70	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus_A	s__
