genome	host_species	cluster	family	genus
EHA01550_bin.17	Podarcis_muralis	2077	f__CAG-239	g__CAZU01
EHA01550_bin.68	Podarcis_muralis	6708	f__Erysipelotrichaceae	g__Dielma
EHA01550_bin.74	Podarcis_muralis	4918	f__Oscillospiraceae	g__Dysosmobacter
EHA01550_bin.53	Podarcis_muralis	5635	f__Lachnospiraceae	g__Hungatella
EHA01550_bin.8	Podarcis_muralis	5636	f__Lachnospiraceae	g__Hungatella_A
EHA01550_bin.81	Podarcis_muralis	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01550_bin.26	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01550_bin.82	Podarcis_muralis	3538	f__Desulfovibrionaceae	g__Mailhella
EHA01550_bin.64	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01550_bin.69	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01550_bin.22	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01550_bin.93	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01550_bin.40	Podarcis_muralis	1005	f__Rikenellaceae	g__Rikenella
EHA01550_bin.72	Podarcis_muralis	5716	f__Lachnospiraceae	g__Velocimicrobium
EHA01556_bin.13	Podarcis_muralis	5719	f__Lachnospiraceae	g__
EHA01556_bin.20	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01556_bin.27	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01556_bin.51	Podarcis_muralis	5698	f__Lachnospiraceae	g__
EHA01556_bin.98	Podarcis_muralis	5636	f__Lachnospiraceae	g__
EHA01556_bin.41	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01556_bin.114	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01556_bin.91	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01556_bin.108	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01556_bin.16	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01556_bin.54	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01556_bin.58	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01556_bin.73	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01556_bin.119	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01556_bin.110	Podarcis_muralis	3547	f__Desulfovibrionaceae	g__Bilophila
EHA01556_bin.90	Podarcis_muralis	7049	f__Gastranaerophilaceae	g__CALURL01
EHA01556_bin.36	Podarcis_muralis	5642	f__Lachnospiraceae	g__Copromonas
EHA01556_bin.69	Podarcis_muralis	5642	f__Lachnospiraceae	g__Copromonas
EHA01556_bin.25	Podarcis_muralis	6708	f__Erysipelotrichaceae	g__Dielma
EHA01556_bin.116	Podarcis_muralis	6184	f__Anaerovoracaceae	g__Emergencia
EHA01556_bin.63	Podarcis_muralis	5639	f__Lachnospiraceae	g__Enterocloster
EHA01556_bin.5	Podarcis_muralis	3274	f__Enterobacteriaceae	g__Hafnia
EHA01556_bin.70	Podarcis_muralis	5635	f__Lachnospiraceae	g__Hungatella
EHA01556_bin.94	Podarcis_muralis	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01556_bin.103	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01556_bin.28	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01556_bin.84	Podarcis_muralis	3538	f__Desulfovibrionaceae	g__Mailhella
EHA01556_bin.11	Podarcis_muralis	5698	f__Lachnospiraceae	g__MGBC136627
EHA01556_bin.42	Podarcis_muralis	5725	f__Lachnospiraceae	g__MGBC140009
EHA01556_bin.43	Podarcis_muralis	5518	f__Lachnospiraceae	g__Muricomes
EHA01556_bin.56	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01556_bin.59	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01556_bin.12	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01556_bin.3	Podarcis_muralis	4920	f__Oscillospiraceae	g__Oscillibacter
EHA01556_bin.72	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01556_bin.92	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01556_bin.24	Podarcis_muralis	1005	f__Rikenellaceae	g__Rikenella
EHA01556_bin.60	Podarcis_muralis	5576	f__Lachnospiraceae	g__Roseburia
EHA01556_bin.111	Podarcis_muralis	6379	f__Peptococcaceae	g__UBA7185
EHA01556_bin.95	Podarcis_muralis	4903	f__Oscillospiraceae	g__UMGS1202
EHA01556_bin.75	Podarcis_muralis	5515	f__Lachnospiraceae	g__UMGS1251
EHA01556_bin.26	Podarcis_muralis	5633	f__Lachnospiraceae	g__Ventrimonas
EHA01467_bin.91	Podarcis_muralis	1965	f__Helicobacteraceae	g__Helicobacter_J
EHA01453_bin.101	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01453_bin.12	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01453_bin.28	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01453_bin.56	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01453_bin.58	Podarcis_muralis	5719	f__Lachnospiraceae	g__
EHA01453_bin.49	Podarcis_muralis	2949	f__Aeromonadaceae	g__Aeromonas
EHA01453_bin.130	Podarcis_muralis	1028	f__Rikenellaceae	g__Alistipes
EHA01453_bin.41	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01453_bin.73	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01453_bin.138	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01453_bin.90	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01453_bin.11	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01453_bin.125	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01453_bin.13	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01453_bin.139	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01453_bin.23	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01453_bin.97	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01453_bin.113	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01453_bin.92	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides_G
EHA01453_bin.76	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__C-19
EHA01453_bin.140	Podarcis_muralis	1222	f__Muribaculaceae	g__CAG-485
EHA01453_bin.152	Podarcis_muralis	1228	f__Muribaculaceae	g__CAG-485
EHA01453_bin.63	Podarcis_muralis	1216	f__Muribaculaceae	g__CAG-485
EHA01453_bin.9	Podarcis_muralis	1222	f__Muribaculaceae	g__CAG-485
EHA01453_bin.22	Podarcis_muralis	1196	f__Muribaculaceae	g__CAG-873
EHA01453_bin.50	Podarcis_muralis	1195	f__Muribaculaceae	g__CAG-873
EHA01453_bin.71	Podarcis_muralis	1192	f__Muribaculaceae	g__CAG-873
EHA01453_bin.147	Podarcis_muralis	1195	f__Muribaculaceae	g__CAG-873
EHA01453_bin.124	Podarcis_muralis	2077	f__CAG-239	g__CAZU01
EHA01453_bin.77	Podarcis_muralis	2077	f__CAG-239	g__CAZU01
EHA01453_bin.118	Podarcis_muralis	6699	f__Erysipelotrichaceae	g__Clostridium_AQ
EHA01453_bin.15	Podarcis_muralis	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01453_bin.106	Podarcis_muralis	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01453_bin.6	Podarcis_muralis	5642	f__Lachnospiraceae	g__Copromonas
EHA01453_bin.45	Podarcis_muralis	6708	f__Erysipelotrichaceae	g__Dielma
EHA01453_bin.151	Podarcis_muralis	1213	f__Muribaculaceae	g__Duncaniella
EHA01453_bin.146	Podarcis_muralis	1213	f__Muribaculaceae	g__Duncaniella
EHA01453_bin.150	Podarcis_muralis	1214	f__Muribaculaceae	g__Duncaniella
EHA01453_bin.33	Podarcis_muralis	1214	f__Muribaculaceae	g__Duncaniella
EHA01453_bin.119	Podarcis_muralis	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01453_bin.95	Podarcis_muralis	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01453_bin.19	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01453_bin.65	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01453_bin.85	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01453_bin.82	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01453_bin.93	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01453_bin.17	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01453_bin.100	Podarcis_muralis	3274	f__Enterobacteriaceae	g__Rahnella
EHA01453_bin.78	Podarcis_muralis	1005	f__Rikenellaceae	g__Rikenella
EHA01453_bin.145	Podarcis_muralis	1201	f__Muribaculaceae	g__UBA7173
EHA01453_bin.89	Podarcis_muralis	1201	f__Muribaculaceae	g__UBA7173
EHA01458_bin.100	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01458_bin.66	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01458_bin.67	Podarcis_muralis	5441	f__Anaerotignaceae	g__
EHA01458_bin.69	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01458_bin.88	Podarcis_muralis	5532	f__Lachnospiraceae	g__
EHA01458_bin.36	Podarcis_muralis	5560	f__Lachnospiraceae	g__14-2
EHA01458_bin.22	Podarcis_muralis	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01458_bin.47	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01458_bin.97	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01458_bin.11	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01458_bin.1	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01458_bin.39	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01458_bin.76	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01458_bin.43	Podarcis_muralis	6694	f__Erysipelotrichaceae	g__Breznakia
EHA01458_bin.49	Podarcis_muralis	3284	f__Enterobacteriaceae	g__Buttiauxella
EHA01458_bin.8	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__C-19
EHA01458_bin.16	Podarcis_muralis	2077	f__CAG-239	g__CAZU01
EHA01458_bin.35	Podarcis_muralis	5636	f__Lachnospiraceae	g__CHH4-2
EHA01458_bin.52	Podarcis_muralis	6699	f__Erysipelotrichaceae	g__Clostridium_AQ
EHA01458_bin.29	Podarcis_muralis	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01458_bin.84	Podarcis_muralis	5639	f__Lachnospiraceae	g__Enterocloster
EHA01458_bin.7	Podarcis_muralis	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01458_bin.82	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01458_bin.9	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01458_bin.65	Podarcis_muralis	5536	f__Lachnospiraceae	g__JALFVM01
EHA01458_bin.79	Podarcis_muralis	5635	f__Lachnospiraceae	g__Lacrimispora
EHA01458_bin.54	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01458_bin.30	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01458_bin.37	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01458_bin.26	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01458_bin.45	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01458_bin.81	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01458_bin.31	Podarcis_muralis	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01458_bin.2	Podarcis_muralis	1005	f__Rikenellaceae	g__Rikenella
EHA01458_bin.3	Podarcis_muralis	7047	f__Gastranaerophilaceae	g__Scatousia
EHA01462_bin.48	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01462_bin.55	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01462_bin.93	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01462_bin.34	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01462_bin.15	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01462_bin.24	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01462_bin.25	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01462_bin.47	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01462_bin.104	Podarcis_muralis	6694	f__Erysipelotrichaceae	g__Breznakia
EHA01462_bin.50	Podarcis_muralis	2079	f__CAG-239	g__CAJLXD01
EHA01462_bin.101	Podarcis_muralis	6708	f__Erysipelotrichaceae	g__Dielma
EHA01462_bin.2	Podarcis_muralis	5636	f__Lachnospiraceae	g__Hungatella_A
EHA01462_bin.80	Podarcis_muralis	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01462_bin.90	Podarcis_muralis	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01462_bin.77	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01462_bin.92	Podarcis_muralis	5536	f__Lachnospiraceae	g__JALFVM01
EHA01462_bin.84	Podarcis_muralis	5518	f__Lachnospiraceae	g__Muricomes
EHA01462_bin.6	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01462_bin.64	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01462_bin.102	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01462_bin.12	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01462_bin.53	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01462_bin.33	Podarcis_muralis	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01462_bin.42	Podarcis_muralis	4902	f__Oscillospiraceae	g__Pseudoflavonifractor
EHA01462_bin.59	Podarcis_muralis	4902	f__Oscillospiraceae	g__Pseudoflavonifractor
EHA01462_bin.32	Podarcis_muralis	1005	f__Rikenellaceae	g__Rikenella
EHA01462_bin.60	Podarcis_muralis	7047	f__Gastranaerophilaceae	g__Scatousia
EHA01462_bin.19	Podarcis_muralis	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA01467_bin.122	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01467_bin.19	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01467_bin.34	Podarcis_muralis	5611	f__Lachnospiraceae	g__
EHA01467_bin.47	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01467_bin.90	Podarcis_muralis	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01467_bin.44	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01467_bin.70	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01467_bin.114	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01467_bin.102	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01467_bin.108	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01467_bin.81	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01467_bin.103	Podarcis_muralis	6694	f__Erysipelotrichaceae	g__Breznakia
EHA01467_bin.42	Podarcis_muralis	5640	f__Lachnospiraceae	g__CAJMNU01
EHA01467_bin.147	Podarcis_muralis	5636	f__Lachnospiraceae	g__CHH4-2
EHA01467_bin.21	Podarcis_muralis	5636	f__Lachnospiraceae	g__CHH4-2
EHA01467_bin.143	Podarcis_muralis	3553	f__Desulfovibrionaceae	g__Desulfovibrio
EHA01467_bin.69	Podarcis_muralis	4918	f__Oscillospiraceae	g__Dysosmobacter
EHA01467_bin.113	Podarcis_muralis	5605	f__Lachnospiraceae	g__Eisenbergiella
EHA01467_bin.94	Podarcis_muralis	5104	f__Ruminococcaceae	g__Fimivivens
EHA01467_bin.120	Podarcis_muralis	5635	f__Lachnospiraceae	g__Hungatella
EHA01467_bin.61	Podarcis_muralis	5635	f__Lachnospiraceae	g__Hungatella
EHA01467_bin.72	Podarcis_muralis	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01467_bin.127	Podarcis_muralis	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01467_bin.20	Podarcis_muralis	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01467_bin.38	Podarcis_muralis	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01467_bin.7	Podarcis_muralis	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01467_bin.96	Podarcis_muralis	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01467_bin.117	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01467_bin.3	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01467_bin.27	Podarcis_muralis	5536	f__Lachnospiraceae	g__JALFVM01
EHA01467_bin.35	Podarcis_muralis	4897	f__Oscillospiraceae	g__Lawsonibacter
EHA01467_bin.11	Podarcis_muralis	7066	f__Gastranaerophilaceae	g__Limenecus
EHA01467_bin.79	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01467_bin.89	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01467_bin.48	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01467_bin.82	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01467_bin.148	Podarcis_muralis	4920	f__Oscillospiraceae	g__Oscillibacter
EHA01467_bin.139	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01467_bin.142	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01467_bin.95	Podarcis_muralis	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01467_bin.133	Podarcis_muralis	4902	f__Oscillospiraceae	g__Pseudoflavonifractor
EHA01467_bin.107	Podarcis_muralis	4903	f__Oscillospiraceae	g__UMGS1202
EHA01472_bin.126	Podarcis_muralis	5719	f__Lachnospiraceae	g__
EHA01472_bin.51	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01472_bin.87	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01472_bin.71	Podarcis_muralis	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01472_bin.84	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01472_bin.112	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01472_bin.22	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01472_bin.5	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01472_bin.66	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01472_bin.9	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01472_bin.94	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01472_bin.21	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01472_bin.64	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides_G
EHA01472_bin.67	Podarcis_muralis	2	f__Brevinemataceae	g__Brevinema
EHA01472_bin.70	Podarcis_muralis	6694	f__Erysipelotrichaceae	g__Breznakia
EHA01472_bin.25	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__C-19
EHA01472_bin.53	Podarcis_muralis	2079	f__CAG-239	g__CAJLXD01
EHA01472_bin.18	Podarcis_muralis	2077	f__CAG-239	g__CAZU01
EHA01472_bin.32	Podarcis_muralis	6708	f__Erysipelotrichaceae	g__Dielma
EHA01472_bin.119	Podarcis_muralis	5636	f__Lachnospiraceae	g__Hungatella_A
EHA01472_bin.86	Podarcis_muralis	6205	f__Anaerovoracaceae	g__IOR16
EHA01472_bin.115	Podarcis_muralis	5602	f__Lachnospiraceae	g__JAAYNV01
EHA01472_bin.23	Podarcis_muralis	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01472_bin.34	Podarcis_muralis	5536	f__Lachnospiraceae	g__JALFVM01
EHA01472_bin.45	Podarcis_muralis	5518	f__Lachnospiraceae	g__Muricomes
EHA01472_bin.101	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01472_bin.124	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01472_bin.74	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01472_bin.6	Podarcis_muralis	4920	f__Oscillospiraceae	g__Oscillibacter
EHA01472_bin.123	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01472_bin.8	Podarcis_muralis	1005	f__Rikenellaceae	g__Rikenella
EHA01472_bin.3	Podarcis_muralis	5576	f__Lachnospiraceae	g__Roseburia
EHA01472_bin.52	Podarcis_muralis	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA01472_bin.26	Podarcis_muralis	1019	f__Rikenellaceae	g__Tidjanibacter
EHA01472_bin.100	Podarcis_muralis	5515	f__Lachnospiraceae	g__UMGS1251
EHA01472_bin.13	Podarcis_muralis	5717	f__Lachnospiraceae	g__Velocimicrobium
EHA01472_bin.93	Podarcis_muralis	5717	f__Lachnospiraceae	g__Velocimicrobium
EHA01477_bin.14	Podarcis_muralis	6904	f__Enterococcaceae	g__
EHA01477_bin.36	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01477_bin.52	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01477_bin.81	Podarcis_muralis	6904	f__Enterococcaceae	g__
EHA01477_bin.84	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01477_bin.90	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01477_bin.6	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01477_bin.11	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01477_bin.57	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01477_bin.69	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01477_bin.29	Podarcis_muralis	5537	f__Lachnospiraceae	g__Blautia
EHA01477_bin.97	Podarcis_muralis	5636	f__Lachnospiraceae	g__CHH4-2
EHA01477_bin.95	Podarcis_muralis	6699	f__Erysipelotrichaceae	g__Clostridium_AQ
EHA01477_bin.64	Podarcis_muralis	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01477_bin.106	Podarcis_muralis	5642	f__Lachnospiraceae	g__Copromonas
EHA01477_bin.40	Podarcis_muralis	5642	f__Lachnospiraceae	g__Copromonas
EHA01477_bin.55	Podarcis_muralis	6708	f__Erysipelotrichaceae	g__Dielma
EHA01477_bin.85	Podarcis_muralis	6708	f__Erysipelotrichaceae	g__Dielma
EHA01477_bin.103	Podarcis_muralis	6184	f__Anaerovoracaceae	g__Emergencia
EHA01477_bin.94	Podarcis_muralis	5639	f__Lachnospiraceae	g__Enterocloster
EHA01477_bin.58	Podarcis_muralis	6904	f__Enterococcaceae	g__Enterococcus_A
EHA01477_bin.67	Podarcis_muralis	6904	f__Enterococcaceae	g__Enterococcus_A
EHA01477_bin.15	Podarcis_muralis	6904	f__Enterococcaceae	g__Enterococcus_A
EHA01477_bin.30	Podarcis_muralis	5512	f__Lachnospiraceae	g__Extibacter
EHA01477_bin.50	Podarcis_muralis	3274	f__Enterobacteriaceae	g__Hafnia
EHA01477_bin.5	Podarcis_muralis	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01477_bin.75	Podarcis_muralis	5536	f__Lachnospiraceae	g__JALFVM01
EHA01477_bin.34	Podarcis_muralis	5597	f__Lachnospiraceae	g__Kineothrix
EHA01477_bin.63	Podarcis_muralis	6896	f__Streptococcaceae	g__Lactococcus
EHA01477_bin.31	Podarcis_muralis	5518	f__Lachnospiraceae	g__Muricomes
EHA01477_bin.37	Podarcis_muralis	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01477_bin.86	Podarcis_muralis	6699	f__Erysipelotrichaceae	g__NSJ-61
EHA01477_bin.109	Podarcis_muralis	908	f__Marinifilaceae	g__Odoribacter
EHA01477_bin.104	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01477_bin.33	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01477_bin.47	Podarcis_muralis	1159	f__Tannerellaceae	g__Parabacteroides
EHA01477_bin.72	Podarcis_muralis	1005	f__Rikenellaceae	g__Rikenella
EHA01477_bin.41	Podarcis_muralis	5576	f__Lachnospiraceae	g__Roseburia
EHA01477_bin.10	Podarcis_muralis	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA01477_bin.80	Podarcis_muralis	5515	f__Lachnospiraceae	g__UMGS1251
EHA01481_bin.26	Podarcis_muralis	5636	f__Lachnospiraceae	g__
EHA01481_bin.36	Podarcis_muralis	5633	f__Lachnospiraceae	g__
EHA01481_bin.70	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01481_bin.82	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__
EHA01481_bin.24	Podarcis_muralis	499	f__Akkermansiaceae	g__Akkermansia
EHA01481_bin.13	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01481_bin.21	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01481_bin.84	Podarcis_muralis	1029	f__Rikenellaceae	g__Alistipes
EHA01481_bin.12	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01481_bin.37	Podarcis_muralis	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01481_bin.104	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01481_bin.68	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01481_bin.41	Podarcis_muralis	1146	f__Bacteroidaceae	g__Bacteroides
EHA01481_bin.109	Podarcis_muralis	5537	f__Lachnospiraceae	g__Blautia
EHA01481_bin.1	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__C-19
EHA01481_bin.6	Podarcis_muralis	6697	f__Erysipelotrichaceae	g__C-19
EHA01481_bin.100	Podarcis_muralis	5610	f__Lachnospiraceae	g__CAG-95
EHA01481_bin.20	Podarcis_muralis	5636	f__Lachnospiraceae	g__CHH4-2
EHA01481_bin.91	Podarcis_muralis	6699	f__Erysipelotrichaceae	g__Clostridium_AQ
EHA01481_bin.98	Podarcis_muralis	5642	f__Lachnospiraceae	g__Copromonas
EHA01481_bin.32	Podarcis_muralis	6708	f__Erysipelotrichaceae	g__Dielma
EHA01481_bin.43	Podarcis_muralis	5639	f__Lachnospiraceae	g__Enterocloster
EHA01481_bin.30	Podarcis_muralis	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01481_bin.8	Podarcis_muralis	5635	f__Lachnospiraceae	g__Hungatella
