genome	host_species	cluster	family	genus
EHA02765_bin.50	Eutamias_sibiricus	5599	f__Lachnospiraceae	g__UBA3282
EHA02765_bin.12	Eutamias_sibiricus	1201	f__Muribaculaceae	g__UBA7173
EHA02765_bin.31	Eutamias_sibiricus	1201	f__Muribaculaceae	g__UBA7173
EHA02765_bin.36	Eutamias_sibiricus	1201	f__Muribaculaceae	g__UBA7173
EHA02765_bin.89	Eutamias_sibiricus	1201	f__Muribaculaceae	g__UBA7173
EHA02765_bin.94	Eutamias_sibiricus	1201	f__Muribaculaceae	g__UBA7173
EHA02678_bin.2	Glauconycteris_sp	6902	f__Enterococcaceae	g__Enterococcus
EHA02678_bin.11	Glauconycteris_sp	3284	f__Enterobacteriaceae	g__Kluyvera
EHA02678_bin.4	Glauconycteris_sp	3285	f__Enterobacteriaceae	g__Pantoea
EHA02678_bin.10	Glauconycteris_sp	3284	f__Enterobacteriaceae	g__Scandinavium
EHA02678_bin.5	Glauconycteris_sp	3274	f__Enterobacteriaceae	g__Serratia
EHA00566_bin.4	Hipposideros_ruber	3284	f__Enterobacteriaceae	g__Citrobacter_A
EHA00566_bin.1	Hipposideros_ruber	1164	f__Dysgonomonadaceae	g__Dysgonomonas
EHA00567_bin.6	Hipposideros_ruber	3284	f__Enterobacteriaceae	g__Enterobacter
EHA00566_bin.6	Hipposideros_ruber	6902	f__Enterococcaceae	g__Enterococcus
EHA00567_bin.7	Hipposideros_ruber	3284	f__Enterobacteriaceae	g__Escherichia
EHA00567_bin.4	Hipposideros_ruber	2374	f__Rhizobiaceae	g__HY038
EHA00566_bin.7	Hipposideros_ruber	3285	f__Enterobacteriaceae	g__Pantoea
EHA00566_bin.3	Hipposideros_ruber	3280	f__Enterobacteriaceae	g__Proteus
EHA01273_bin.13	Iberolacerta_aranica	1146	f__Bacteroidaceae	g__Bacteroides
EHA01273_bin.9	Iberolacerta_aranica	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01273_bin.4	Iberolacerta_aranica	5597	f__Lachnospiraceae	g__Kineothrix
EHA01273_bin.7	Iberolacerta_aranica	908	f__Marinifilaceae	g__Odoribacter
EHA01272_bin.7	Iberolacerta_aranica	908	f__Marinifilaceae	g__Odoribacter
EHA01273_bin.12	Iberolacerta_aranica	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01273_bin.11	Iberolacerta_aranica	5717	f__Lachnospiraceae	g__Velocimicrobium
EHA02778_bin.14	Iberolacerta_aranica	5719	f__Lachnospiraceae	g__
EHA02778_bin.12	Iberolacerta_aranica	1146	f__Bacteroidaceae	g__Bacteroides
EHA02778_bin.17	Iberolacerta_aranica	2	f__Brevinemataceae	g__Brevinema
EHA02778_bin.19	Iberolacerta_aranica	6708	f__Erysipelotrichaceae	g__Dielma
EHA02778_bin.6	Iberolacerta_aranica	1965	f__Helicobacteraceae	g__Helicobacter_J
EHA02778_bin.2	Iberolacerta_aranica	3538	f__Desulfovibrionaceae	g__Mailhella
EHA02778_bin.3	Iberolacerta_aranica	5698	f__Lachnospiraceae	g__MGBC136627
EHA02778_bin.26	Iberolacerta_aranica	908	f__Marinifilaceae	g__Odoribacter
EHA02778_bin.27	Iberolacerta_aranica	908	f__Marinifilaceae	g__Odoribacter
EHA02778_bin.20	Iberolacerta_aranica	1159	f__Tannerellaceae	g__Parabacteroides
EHA02778_bin.21	Iberolacerta_aranica	1159	f__Tannerellaceae	g__Parabacteroides
EHA02778_bin.1	Iberolacerta_aranica	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01275_bin.20	Iberolacerta_bonnali	5636	f__Lachnospiraceae	g__
EHA01275_bin.13	Iberolacerta_bonnali	6335	f__	g__
EHA01274_bin.7	Iberolacerta_bonnali	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01275_bin.6	Iberolacerta_bonnali	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01275_bin.10	Iberolacerta_bonnali	1146	f__Bacteroidaceae	g__Bacteroides
EHA01275_bin.1	Iberolacerta_bonnali	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01275_bin.5	Iberolacerta_bonnali	5635	f__Lachnospiraceae	g__Lacrimispora
EHA01275_bin.23	Iberolacerta_bonnali	908	f__Marinifilaceae	g__Odoribacter
EHA01274_bin.16	Iberolacerta_bonnali	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01275_bin.2	Iberolacerta_bonnali	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01275_bin.11	Iberolacerta_bonnali	5576	f__Lachnospiraceae	g__Roseburia
EHA02780_bin.10	Iberolacerta_bonnali	6697	f__Erysipelotrichaceae	g__
EHA02780_bin.12	Iberolacerta_bonnali	1141	f__Bacteroidaceae	g__
EHA02780_bin.18	Iberolacerta_bonnali	5441	f__Anaerotignaceae	g__
EHA02780_bin.31	Iberolacerta_bonnali	5602	f__Lachnospiraceae	g__
EHA02780_bin.13	Iberolacerta_bonnali	5612	f__Lachnospiraceae	g__Acetatifactor
EHA02780_bin.25	Iberolacerta_bonnali	2	f__Brevinemataceae	g__Brevinema
EHA02780_bin.17	Iberolacerta_bonnali	5698	f__Lachnospiraceae	g__MGBC136627
EHA02780_bin.29	Iberolacerta_bonnali	5119	f__Ruminococcaceae	g__Negativibacillus
EHA02780_bin.33	Iberolacerta_bonnali	908	f__Marinifilaceae	g__Odoribacter
EHA02780_bin.36	Iberolacerta_bonnali	4920	f__Oscillospiraceae	g__Oscillibacter
EHA02780_bin.5	Iberolacerta_bonnali	1141	f__Bacteroidaceae	g__Phocaeicola
EHA02780_bin.22	Iberolacerta_bonnali	4903	f__Oscillospiraceae	g__UMGS1202
EHA02780_bin.30	Iberolacerta_bonnali	5515	f__Lachnospiraceae	g__UMGS1251
EHA02780_bin.6	Iberolacerta_bonnali	5716	f__Lachnospiraceae	g__Velocimicrobium
EHA00568_bin.16	Lacerta_viridis	1029	f__Rikenellaceae	g__Alistipes
EHA00569_bin.19	Lacerta_viridis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00568_bin.8	Lacerta_viridis	1146	f__Bacteroidaceae	g__Bacteroides
EHA00568_bin.11	Lacerta_viridis	6694	f__Erysipelotrichaceae	g__Breznakia
EHA00568_bin.30	Lacerta_viridis	6697	f__Erysipelotrichaceae	g__C-19
EHA00568_bin.21	Lacerta_viridis	3284	f__Enterobacteriaceae	g__Citrobacter
EHA00569_bin.6	Lacerta_viridis	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA00568_bin.13	Lacerta_viridis	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA00569_bin.20	Lacerta_viridis	6683	f__Coprobacillaceae	g__Coprobacillus
EHA00568_bin.4	Lacerta_viridis	6683	f__Coprobacillaceae	g__Coprobacillus
EHA00568_bin.15	Lacerta_viridis	6184	f__Anaerovoracaceae	g__Emergencia
EHA00569_bin.11	Lacerta_viridis	907	f__Marinifilaceae	g__Odoribacter
EHA00569_bin.5	Lacerta_viridis	908	f__Marinifilaceae	g__Odoribacter
EHA00569_bin.9	Lacerta_viridis	908	f__Marinifilaceae	g__Odoribacter
EHA00569_bin.13	Lacerta_viridis	1159	f__Tannerellaceae	g__Parabacteroides
EHA02784_bin.10	Lacerta_viridis	3560	f__Desulfovibrionaceae	g__
EHA02784_bin.44	Lacerta_viridis	5512	f__Lachnospiraceae	g__
EHA02784_bin.48	Lacerta_viridis	6697	f__Erysipelotrichaceae	g__
EHA02784_bin.18	Lacerta_viridis	5612	f__Lachnospiraceae	g__Acetatifactor
EHA02784_bin.32	Lacerta_viridis	499	f__Akkermansiaceae	g__Akkermansia
EHA02784_bin.40	Lacerta_viridis	1029	f__Rikenellaceae	g__Alistipes
EHA02784_bin.41	Lacerta_viridis	1029	f__Rikenellaceae	g__Alistipes
EHA02784_bin.45	Lacerta_viridis	1146	f__Bacteroidaceae	g__Bacteroides
EHA02784_bin.46	Lacerta_viridis	1146	f__Bacteroidaceae	g__Bacteroides
EHA02784_bin.59	Lacerta_viridis	1146	f__Bacteroidaceae	g__Bacteroides
EHA02784_bin.64	Lacerta_viridis	1146	f__Bacteroidaceae	g__Bacteroides
EHA02784_bin.8	Lacerta_viridis	1146	f__Bacteroidaceae	g__Bacteroides
EHA02784_bin.54	Lacerta_viridis	1146	f__Bacteroidaceae	g__Bacteroides
EHA02784_bin.7	Lacerta_viridis	5532	f__Lachnospiraceae	g__CAG-56
EHA02784_bin.26	Lacerta_viridis	5610	f__Lachnospiraceae	g__CAG-95
EHA02784_bin.4	Lacerta_viridis	2079	f__CAG-239	g__CAJLXD01
EHA02784_bin.13	Lacerta_viridis	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA02784_bin.50	Lacerta_viridis	5642	f__Lachnospiraceae	g__Copromonas
EHA02784_bin.35	Lacerta_viridis	6708	f__Erysipelotrichaceae	g__Dielma
EHA02784_bin.20	Lacerta_viridis	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA02784_bin.6	Lacerta_viridis	5605	f__Lachnospiraceae	g__Eisenbergiella
EHA02784_bin.3	Lacerta_viridis	5639	f__Lachnospiraceae	g__Enterocloster
EHA02784_bin.19	Lacerta_viridis	1965	f__Helicobacteraceae	g__Helicobacter_J
EHA02784_bin.49	Lacerta_viridis	5635	f__Lachnospiraceae	g__Hungatella
EHA02784_bin.63	Lacerta_viridis	3538	f__Desulfovibrionaceae	g__Mailhella
EHA02784_bin.57	Lacerta_viridis	908	f__Marinifilaceae	g__Odoribacter
EHA02784_bin.43	Lacerta_viridis	1159	f__Tannerellaceae	g__Parabacteroides
EHA02784_bin.30	Lacerta_viridis	5576	f__Lachnospiraceae	g__Roseburia
EHA02784_bin.27	Lacerta_viridis	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA02784_bin.31	Lacerta_viridis	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA02784_bin.28	Lacerta_viridis	5515	f__Lachnospiraceae	g__UMGS1251
EHA02784_bin.25	Lacerta_viridis	5633	f__Lachnospiraceae	g__Ventrimonas
EHA00588_bin.2	Lissotriton_vulgaris	2949	f__Aeromonadaceae	g__Aeromonas
EHA00587_bin.9	Lissotriton_vulgaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA00589_bin.22	Lissotriton_vulgaris	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA00589_bin.26	Lissotriton_vulgaris	5636	f__Lachnospiraceae	g__Hungatella_A
EHA00589_bin.13	Lissotriton_vulgaris	4904	f__Oscillospiraceae	g__Intestinimonas
EHA00589_bin.24	Lissotriton_vulgaris	1159	f__Tannerellaceae	g__Parabacteroides
EHA00588_bin.1	Lissotriton_vulgaris	1159	f__Tannerellaceae	g__Parabacteroides
EHA00589_bin.27	Lissotriton_vulgaris	1161	f__Tannerellaceae	g__Parabacteroides_B
EHA00587_bin.8	Lissotriton_vulgaris	1019	f__Rikenellaceae	g__Tidjanibacter
EHA02792_bin.15	Lissotriton_vulgaris	7049	f__Gastranaerophilaceae	g__
EHA02792_bin.44	Lissotriton_vulgaris	6205	f__Anaerovoracaceae	g__Bacilliculturomica
EHA02792_bin.2	Lissotriton_vulgaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA02792_bin.25	Lissotriton_vulgaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA02792_bin.3	Lissotriton_vulgaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA02792_bin.37	Lissotriton_vulgaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA02792_bin.42	Lissotriton_vulgaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA02792_bin.43	Lissotriton_vulgaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA02792_bin.29	Lissotriton_vulgaris	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA02792_bin.20	Lissotriton_vulgaris	6708	f__Erysipelotrichaceae	g__Dielma
EHA02792_bin.41	Lissotriton_vulgaris	1159	f__Tannerellaceae	g__Parabacteroides
EHA02792_bin.46	Lissotriton_vulgaris	1159	f__Tannerellaceae	g__Parabacteroides
EHA02792_bin.17	Lissotriton_vulgaris	1161	f__Tannerellaceae	g__Parabacteroides_B
EHA02792_bin.5	Lissotriton_vulgaris	1005	f__Rikenellaceae	g__Rikenella
EHA02792_bin.36	Lissotriton_vulgaris	1019	f__Rikenellaceae	g__Tidjanibacter
EHA02795_bin.7	Marmota_sibirica	5617	f__Lachnospiraceae	g__Acetatifactor
EHA02795_bin.11	Marmota_sibirica	1146	f__Bacteroidaceae	g__Bacteroides
EHA02795_bin.21	Marmota_sibirica	1146	f__Bacteroidaceae	g__Bacteroides
EHA02795_bin.32	Marmota_sibirica	5610	f__Lachnospiraceae	g__CAG-95
EHA02795_bin.6	Marmota_sibirica	1213	f__Muribaculaceae	g__Duncaniella
EHA02795_bin.30	Marmota_sibirica	1113	f__Bacteroidaceae	g__Paraprevotella
EHA02795_bin.19	Marmota_sibirica	1198	f__Muribaculaceae	g__UBA3263
EHA01326_bin.5	Microtus_agrestis	5621	f__Lachnospiraceae	g__Acetatifactor
EHA01328_bin.13	Microtus_agrestis	5127	f__Ruminococcaceae	g__CAG-115
EHA01326_bin.4	Microtus_agrestis	1226	f__Muribaculaceae	g__CAG-485
EHA01327_bin.2	Microtus_agrestis	1222	f__Muribaculaceae	g__CAG-485
EHA01328_bin.21	Microtus_agrestis	1222	f__Muribaculaceae	g__CAG-485
EHA01328_bin.9	Microtus_agrestis	1228	f__Muribaculaceae	g__CAG-485
EHA01326_bin.17	Microtus_agrestis	1228	f__Muribaculaceae	g__CAG-485
EHA01326_bin.6	Microtus_agrestis	1228	f__Muribaculaceae	g__CAG-485
EHA01327_bin.31	Microtus_agrestis	1228	f__Muribaculaceae	g__CAG-485
EHA01326_bin.12	Microtus_agrestis	5611	f__Lachnospiraceae	g__CAG-510
EHA01327_bin.10	Microtus_agrestis	1196	f__Muribaculaceae	g__CAG-873
EHA01327_bin.14	Microtus_agrestis	5926	f__Borkfalkiaceae	g__Coproplasma
EHA01328_bin.4	Microtus_agrestis	5929	f__Borkfalkiaceae	g__Coproplasma
EHA01327_bin.25	Microtus_agrestis	1214	f__Muribaculaceae	g__Duncaniella
EHA01327_bin.33	Microtus_agrestis	4906	f__Oscillospiraceae	g__Enterenecus
EHA01327_bin.32	Microtus_agrestis	5698	f__Lachnospiraceae	g__MGBC114844
EHA01328_bin.6	Microtus_agrestis	1207	f__Muribaculaceae	g__Paramuribaculum
EHA01327_bin.29	Microtus_agrestis	1207	f__Muribaculaceae	g__Paramuribaculum
EHA01328_bin.19	Microtus_agrestis	53	f__Treponemataceae	g__Treponema_D
EHA01327_bin.4	Microtus_agrestis	53	f__Treponemataceae	g__Treponema_D
EHA01328_bin.10	Microtus_agrestis	1198	f__Muribaculaceae	g__UBA3263
EHA01328_bin.7	Microtus_agrestis	1198	f__Muribaculaceae	g__UBA3263
EHA02800_bin.21	Microtus_agrestis	1222	f__Muribaculaceae	g__CAG-485
EHA02800_bin.27	Microtus_agrestis	1216	f__Muribaculaceae	g__CAG-485
EHA02800_bin.45	Microtus_agrestis	1195	f__Muribaculaceae	g__CAG-873
EHA02800_bin.68	Microtus_agrestis	1214	f__Muribaculaceae	g__Duncaniella
EHA02800_bin.26	Microtus_agrestis	1958	f__Helicobacteraceae	g__NHYN01
EHA02800_bin.15	Microtus_agrestis	908	f__Marinifilaceae	g__Odoribacter
EHA02800_bin.22	Microtus_agrestis	5726	f__Lachnospiraceae	g__RGIG4057
EHA02800_bin.23	Microtus_agrestis	5726	f__Lachnospiraceae	g__RGIG4057
EHA02800_bin.44	Microtus_agrestis	5599	f__Lachnospiraceae	g__UBA3282
EHA02800_bin.48	Microtus_agrestis	5599	f__Lachnospiraceae	g__UBA3282
EHA02800_bin.55	Microtus_agrestis	5636	f__Lachnospiraceae	g__UBA3402
EHA02800_bin.47	Microtus_agrestis	1201	f__Muribaculaceae	g__UBA7173
EHA02805_bin.2	Mops_thersites	6904	f__Enterococcaceae	g__Enterococcus_B
EHA00735_bin.23	Muscardinus_avellanarius	5610	f__Lachnospiraceae	g__CAG-95
EHA00735_bin.9	Muscardinus_avellanarius	5610	f__Lachnospiraceae	g__CAG-95
EHA00735_bin.13	Muscardinus_avellanarius	5611	f__Lachnospiraceae	g__CAG-510
EHA00735_bin.20	Muscardinus_avellanarius	1213	f__Muribaculaceae	g__Duncaniella
EHA00735_bin.8	Muscardinus_avellanarius	1213	f__Muribaculaceae	g__Duncaniella
EHA00735_bin.11	Muscardinus_avellanarius	1214	f__Muribaculaceae	g__Duncaniella
EHA00735_bin.2	Muscardinus_avellanarius	1213	f__Muribaculaceae	g__Duncaniella
EHA00735_bin.10	Muscardinus_avellanarius	6916	f__Lactobacillaceae	g__Ligilactobacillus
EHA00735_bin.18	Muscardinus_avellanarius	1201	f__Muribaculaceae	g__UBA7173
EHA02807_bin.1	Muscardinus_avellanarius	3039	f__Pseudomonadaceae	g__Pseudomonas
EHA01332_bin.14	Myodes_glareolus	1029	f__Rikenellaceae	g__Alistipes
EHA01331_bin.16	Myodes_glareolus	1029	f__Rikenellaceae	g__Alistipes
EHA01331_bin.7	Myodes_glareolus	5610	f__Lachnospiraceae	g__CAG-95
EHA01331_bin.4	Myodes_glareolus	1228	f__Muribaculaceae	g__CAG-485
EHA01332_bin.18	Myodes_glareolus	5608	f__Lachnospiraceae	g__COE1
EHA01331_bin.5	Myodes_glareolus	5448	f__Anaerotignaceae	g__Coprocola
EHA01331_bin.18	Myodes_glareolus	5726	f__Lachnospiraceae	g__RGIG4057
EHA01332_bin.17	Myodes_glareolus	5726	f__Lachnospiraceae	g__RGIG4057
EHA01332_bin.16	Myodes_glareolus	53	f__Treponemataceae	g__Treponema_D
EHA01332_bin.12	Myodes_glareolus	5599	f__Lachnospiraceae	g__UBA3282
EHA02812_bin.30	Myodes_glareolus	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02812_bin.31	Myodes_glareolus	1029	f__Rikenellaceae	g__Alistipes
EHA02812_bin.33	Myodes_glareolus	1222	f__Muribaculaceae	g__CAG-485
EHA02812_bin.7	Myodes_glareolus	1226	f__Muribaculaceae	g__CAG-485
EHA02812_bin.12	Myodes_glareolus	1228	f__Muribaculaceae	g__CAG-485
EHA02812_bin.11	Myodes_glareolus	1192	f__Muribaculaceae	g__CAG-873
EHA02812_bin.27	Myodes_glareolus	1195	f__Muribaculaceae	g__CAG-873
EHA02812_bin.6	Myodes_glareolus	1195	f__Muribaculaceae	g__CAG-873
EHA02812_bin.10	Myodes_glareolus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02812_bin.28	Myodes_glareolus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02812_bin.14	Myodes_glareolus	1958	f__Helicobacteraceae	g__NHYN01
EHA02812_bin.25	Myodes_glareolus	908	f__Marinifilaceae	g__Odoribacter
EHA02812_bin.19	Myodes_glareolus	1198	f__Muribaculaceae	g__UBA3263
EHA02685_bin.7	Myodes_rufocanus	1029	f__Rikenellaceae	g__Alistipes
EHA02685_bin.9	Myodes_rufocanus	1029	f__Rikenellaceae	g__Alistipes
EHA02685_bin.10	Myodes_rufocanus	5610	f__Lachnospiraceae	g__CAG-95
EHA02684_bin.19	Myodes_rufocanus	5610	f__Lachnospiraceae	g__CAG-95
EHA02686_bin.14	Myodes_rufocanus	1228	f__Muribaculaceae	g__CAG-485
EHA02686_bin.9	Myodes_rufocanus	1216	f__Muribaculaceae	g__CAG-485
EHA02686_bin.4	Myodes_rufocanus	1192	f__Muribaculaceae	g__CAG-873
EHA02684_bin.12	Myodes_rufocanus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02686_bin.13	Myodes_rufocanus	5938	f__Borkfalkiaceae	g__Gallimonas
EHA02684_bin.7	Myodes_rufocanus	5938	f__Borkfalkiaceae	g__Gallimonas
EHA02684_bin.14	Myodes_rufocanus	5601	f__Lachnospiraceae	g__MGBC143606
EHA02686_bin.2	Myodes_rufocanus	1207	f__Muribaculaceae	g__Paramuribaculum
EHA02684_bin.11	Myodes_rufocanus	53	f__Treponemataceae	g__Treponema_D
EHA02685_bin.12	Myodes_rufocanus	5599	f__Lachnospiraceae	g__UBA3282
EHA02685_bin.13	Myodes_rufocanus	5599	f__Lachnospiraceae	g__UBA3282
EHA02686_bin.10	Myodes_rufocanus	5599	f__Lachnospiraceae	g__UBA3282
EHA02688_bin.34	Myodes_rufocanus	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02687_bin.18	Myodes_rufocanus	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02688_bin.22	Myodes_rufocanus	1029	f__Rikenellaceae	g__Alistipes
EHA02691_bin.10	Myodes_rufocanus	1029	f__Rikenellaceae	g__Alistipes
EHA02691_bin.7	Myodes_rufocanus	1216	f__Muribaculaceae	g__CAG-485
EHA02688_bin.41	Myodes_rufocanus	1226	f__Muribaculaceae	g__CAG-485
EHA02688_bin.9	Myodes_rufocanus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02688_bin.10	Myodes_rufocanus	1214	f__Muribaculaceae	g__Duncaniella
EHA02688_bin.5	Myodes_rufocanus	1214	f__Muribaculaceae	g__Duncaniella
EHA02687_bin.17	Myodes_rufocanus	1214	f__Muribaculaceae	g__Duncaniella
EHA02691_bin.12	Myodes_rufocanus	5601	f__Lachnospiraceae	g__MGBC143606
EHA02688_bin.12	Myodes_rufocanus	1958	f__Helicobacteraceae	g__NHYN01
EHA02691_bin.1	Myodes_rufocanus	908	f__Marinifilaceae	g__Odoribacter
EHA02688_bin.3	Myodes_rufocanus	908	f__Marinifilaceae	g__Odoribacter
EHA02688_bin.40	Myodes_rufocanus	1207	f__Muribaculaceae	g__Paramuribaculum
EHA02687_bin.4	Myodes_rufocanus	6793	f__Anaeroplasmataceae	g__Pelethenecus
EHA02688_bin.11	Myodes_rufocanus	5726	f__Lachnospiraceae	g__RGIG4057
EHA02691_bin.4	Myodes_rufocanus	53	f__Treponemataceae	g__Treponema_D
EHA02687_bin.11	Myodes_rufocanus	1198	f__Muribaculaceae	g__UBA3263
EHA02691_bin.15	Myodes_rufocanus	5599	f__Lachnospiraceae	g__UBA3282
EHA02688_bin.25	Myodes_rufocanus	5599	f__Lachnospiraceae	g__UBA3282
EHA02688_bin.31	Myodes_rufocanus	5599	f__Lachnospiraceae	g__UBA3282
EHA02814_bin.34	Myodes_rufocanus	5612	f__Lachnospiraceae	g__Acetatifactor
EHA02814_bin.50	Myodes_rufocanus	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02814_bin.69	Myodes_rufocanus	5621	f__Lachnospiraceae	g__Acetatifactor
EHA02814_bin.112	Myodes_rufocanus	1029	f__Rikenellaceae	g__Alistipes
EHA02814_bin.44	Myodes_rufocanus	1029	f__Rikenellaceae	g__Alistipes
EHA02814_bin.76	Myodes_rufocanus	1029	f__Rikenellaceae	g__Alistipes
EHA02814_bin.111	Myodes_rufocanus	1029	f__Rikenellaceae	g__Alistipes
EHA02814_bin.110	Myodes_rufocanus	5610	f__Lachnospiraceae	g__CAG-95
EHA02814_bin.20	Myodes_rufocanus	5610	f__Lachnospiraceae	g__CAG-95
EHA02814_bin.24	Myodes_rufocanus	5610	f__Lachnospiraceae	g__CAG-95
EHA02814_bin.43	Myodes_rufocanus	5610	f__Lachnospiraceae	g__CAG-95
EHA02814_bin.81	Myodes_rufocanus	5610	f__Lachnospiraceae	g__CAG-95
EHA02814_bin.59	Myodes_rufocanus	5127	f__Ruminococcaceae	g__CAG-115
EHA02814_bin.60	Myodes_rufocanus	5127	f__Ruminococcaceae	g__CAG-115
EHA02814_bin.132	Myodes_rufocanus	1226	f__Muribaculaceae	g__CAG-485
EHA02814_bin.32	Myodes_rufocanus	1222	f__Muribaculaceae	g__CAG-485
EHA02814_bin.36	Myodes_rufocanus	1226	f__Muribaculaceae	g__CAG-485
EHA02814_bin.39	Myodes_rufocanus	1222	f__Muribaculaceae	g__CAG-485
EHA02814_bin.86	Myodes_rufocanus	1228	f__Muribaculaceae	g__CAG-485
EHA02814_bin.49	Myodes_rufocanus	5611	f__Lachnospiraceae	g__CAG-510
EHA02814_bin.120	Myodes_rufocanus	1196	f__Muribaculaceae	g__CAG-873
EHA02814_bin.71	Myodes_rufocanus	1195	f__Muribaculaceae	g__CAG-873
EHA02814_bin.104	Myodes_rufocanus	1195	f__Muribaculaceae	g__CAG-873
EHA02814_bin.87	Myodes_rufocanus	5608	f__Lachnospiraceae	g__COE1
EHA02814_bin.121	Myodes_rufocanus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02814_bin.72	Myodes_rufocanus	5925	f__Borkfalkiaceae	g__Coproplasma
EHA02814_bin.92	Myodes_rufocanus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02814_bin.96	Myodes_rufocanus	5926	f__Borkfalkiaceae	g__Coproplasma
EHA02814_bin.27	Myodes_rufocanus	1213	f__Muribaculaceae	g__Duncaniella
EHA02814_bin.80	Myodes_rufocanus	1214	f__Muribaculaceae	g__Duncaniella
EHA02814_bin.9	Myodes_rufocanus	1214	f__Muribaculaceae	g__Duncaniella
EHA02814_bin.4	Myodes_rufocanus	4906	f__Oscillospiraceae	g__Enterenecus
EHA02814_bin.12	Myodes_rufocanus	909	f__Marinifilaceae	g__Odoribacter
EHA02814_bin.52	Myodes_rufocanus	908	f__Marinifilaceae	g__Odoribacter
EHA02814_bin.19	Myodes_rufocanus	6793	f__Anaeroplasmataceae	g__Pelethenecus
EHA02814_bin.15	Myodes_rufocanus	5726	f__Lachnospiraceae	g__RGIG4057
EHA02814_bin.2	Myodes_rufocanus	5726	f__Lachnospiraceae	g__RGIG4057
EHA02814_bin.106	Myodes_rufocanus	53	f__Treponemataceae	g__Treponema_D
EHA02814_bin.109	Myodes_rufocanus	5599	f__Lachnospiraceae	g__UBA3282
EHA02814_bin.131	Myodes_rufocanus	5599	f__Lachnospiraceae	g__UBA3282
EHA02814_bin.29	Myodes_rufocanus	5599	f__Lachnospiraceae	g__UBA3282
EHA02814_bin.77	Myodes_rufocanus	5636	f__Lachnospiraceae	g__UBA3402
EHA02814_bin.122	Myodes_rufocanus	1201	f__Muribaculaceae	g__UBA7173
EHA02814_bin.42	Myodes_rufocanus	1201	f__Muribaculaceae	g__UBA7173
EHA02823_bin.18	Myotis_blythii	3284	f__Enterobacteriaceae	g__Enterobacter
EHA02823_bin.6	Myotis_blythii	6902	f__Enterococcaceae	g__Enterococcus
EHA02823_bin.4	Myotis_blythii	3274	f__Enterobacteriaceae	g__Hafnia
EHA02823_bin.15	Myotis_blythii	3284	f__Enterobacteriaceae	g__Kluyvera
EHA02823_bin.21	Myotis_blythii	3284	f__Enterobacteriaceae	g__Pseudocitrobacter
EHA02823_bin.5	Myotis_blythii	3274	f__Enterobacteriaceae	g__Rahnella
EHA02823_bin.8	Myotis_blythii	6251	f__Peptostreptococcaceae	g__Romboutsia_D
EHA02823_bin.10	Myotis_blythii	3274	f__Enterobacteriaceae	g__Serratia
EHA02823_bin.17	Myotis_blythii	3274	f__Enterobacteriaceae	g__Serratia_A
EHA02823_bin.16	Myotis_blythii	3274	f__Enterobacteriaceae	g__Serratia_A
EHA02823_bin.2	Myotis_blythii	3274	f__Enterobacteriaceae	g__Serratia_J
EHA02823_bin.14	Myotis_blythii	3274	f__Enterobacteriaceae	g__Serratia_J
EHA02823_bin.19	Myotis_blythii	3274	f__Enterobacteriaceae	g__Serratia_J
EHA02827_bin.7	Myotis_bocagii	2949	f__Aeromonadaceae	g__Aeromonas
EHA02827_bin.8	Myotis_bocagii	3284	f__Enterobacteriaceae	g__Citrobacter
EHA02827_bin.6	Myotis_bocagii	3284	f__Enterobacteriaceae	g__Klebsiella
EHA02829_bin.7	Myotis_brandtii	3039	f__Pseudomonadaceae	g__Pseudomonas
